name,country,state_or_region,continent,category,budget_level,climate,best_season,adventure,nightlife,family_friendly,trekking,beach_activities,cultural_sites,wildlife,shopping,popularity_score,safety_score,avg_cost_index,rating
Victoria,Seychelles,Mahé,Africa,Island,Luxury,Tropical,Year-round,1,0,1,0,1,1,1,1,90,95,98,4.8
Moroni,Comoros,Grande Comore,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,0,0,60,75,40,3.6
Antananarivo,Madagascar,Analamanga,Africa,Urban,Budget,Temperate,Autumn,0,0,1,0,0,1,1,1,70,65,25,3.8
Port Louis,Mauritius,Port Louis,Africa,Island,Luxury,Tropical,Year-round,1,1,1,0,1,1,1,1,92,94,90,4.7
Lilongwe,Malawi,Central Region,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,1,1,65,85,25,3.5
Lusaka,Zambia,Lusaka,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,1,1,72,80,35,4.0
Harare,Zimbabwe,Harare,Africa,Urban,Budget,Temperate,Winter,0,1,1,0,0,1,1,1,74,65,30,3.7
Maputo,Mozambique,Maputo City,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,76,70,40,4.1
Gaborone,Botswana,South-East,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,1,1,70,92,55,4.2
Windhoek,Namibia,Khomas,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,75,90,55,4.2
Pretoria,South Africa,Gauteng,Africa,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,1,1,85,60,55,4.1
Mbabane,Eswatini,Hhohho,Africa,Nature,Budget,Temperate,Summer,1,0,1,1,0,1,1,1,68,88,30,4.2
Maseru,Lesotho,Maseru,Africa,Mountain,Budget,Temperate,Summer,1,0,1,1,0,1,0,0,65,85,25,4.1
Luanda,Angola,Luanda,Africa,Urban,Luxury,Tropical,Winter,0,1,1,0,1,1,0,1,72,45,95,3.6
Kinshasa,DR Congo,Kinshasa,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,0,0,1,70,35,50,3.4
Brazzaville,Congo,Brazzaville,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,62,65,45,3.5
Libreville,Gabon,Estuaire,Africa,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,1,1,68,75,70,3.8
Malabo,Equatorial Guinea,Bioko Norte,Africa,Urban,Luxury,Tropical,Winter,0,0,1,0,1,1,0,1,65,80,100,3.5
Yaounde,Cameroon,Centre,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,68,65,35,3.6
Bangui,Central African Republic,Ombella-M'Poko,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,0,1,1,35,10,25,2.2
N'Djamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Abuja,Nigeria,FCT,Africa,Urban,Mid-range,Tropical,Winter,0,0,1,0,0,1,0,1,78,60,55,3.9
Porto-Novo,Benin,Oueme,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,1,1,0,1,62,75,25,3.5
Lome,Togo,Maritime,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,78,25,3.7
Accra,Ghana,Greater Accra,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,85,35,4.3
Yamoussoukro,Ivory Coast,Lacs,Africa,Religious,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,60,70,40,3.4
Praia,Cape Verde,Santiago,Africa,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,78,88,55,4.2
Sao Tome,Sao Tome and Principe,Agua Grande,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,1,0,70,92,40,4.3
Gitega,Burundi,Gitega,Africa,Urban,Budget,Tropical,Year-round,0,0,1,0,0,1,0,0,52,45,25,3.0
Lobamba,Eswatini,Manzini,Africa,Urban,Budget,Temperate,Summer,0,0,1,0,0,1,0,1,60,88,30,3.6
Bloemfontein,South Africa,Free State,Africa,Urban,Mid-range,Temperate,Spring,0,0,1,0,0,1,0,1,78,70,45,3.9
Yamoussoukro,Ivory Coast,Lacs,Africa,Religious,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,60,70,40,3.4
Conakry,Guinea,Conakry,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,62,55,30,3.3
Freetown,Sierra Leone,Western Area,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,60,30,3.6
Monrovia,Liberia,Montserrado,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,60,55,35,3.4
Nouakchott,Mauritania,Nouakchott,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,55,70,35,3.2
El Aaiun,Western Sahara,Laayoune,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,50,55,30,3.1
Baku,Azerbaijan,Absheron,Asia,Urban,Mid-range,Desert,Autumn,0,1,1,0,1,1,0,1,88,94,50,4.5
Tbilisi,Georgia,Tbilisi,Asia,Historical,Budget,Continental,Spring,1,1,1,1,0,1,0,1,91,92,30,4.8
Astana,Kazakhstan,Akmo,Asia,Urban,Mid-range,Continental,Summer,0,1,1,0,0,1,0,1,80,90,45,4.2
Ashgabat,Turkmenistan,Ashgabat,Asia,Urban,Luxury,Desert,Spring,0,0,1,0,0,1,0,1,65,95,95,3.5
Dushanbe,Tajikistan,Dushanbe,Asia,Mountain,Budget,Continental,Summer,1,0,1,1,0,1,0,1,72,88,25,4.2
Bishkek,Kyrgyzstan,Bishkek,Asia,Mountain,Budget,Continental,Summer,1,1,1,1,0,1,0,1,78,85,25,4.4
Almaty,Kazakhstan,Almaty,Asia,Mountain,Mid-range,Continental,Autumn,1,1,1,1,0,1,0,1,86,88,40,4.7
Bukhara,Uzbekistan,Bukhara,Asia,Historical,Budget,Desert,Spring,0,0,1,0,0,1,0,1,90,94,22,4.8
Khiva,Uzbekistan,Xorazm,Asia,Historical,Budget,Desert,Autumn,0,0,1,0,0,1,0,0,88,95,22,4.8
Samarkand,Uzbekistan,Samarkand,Asia,Historical,Budget,Desert,Spring,0,0,1,0,0,1,0,1,94,92,25,4.9
Ulaanbaatar,Mongolia,Ulaanbaatar,Asia,Urban,Budget,Continental,Summer,1,1,1,0,0,1,0,1,78,82,25,4.1
Pyongyang,North Korea,Pyongyang,Asia,Urban,Mid-range,Continental,Spring,0,0,0,0,0,1,0,0,50,98,60,3.0
Seoul,South Korea,Seoul,Asia,Urban,Mid-range,Continental,Autumn,0,1,1,0,0,1,0,1,97,97,75,4.8
Busan,South Korea,Busan,Asia,Beach,Mid-range,Temperate,Summer,0,1,1,0,1,1,0,1,92,96,65,4.7
Tokyo,Japan,Kanto,Asia,Urban,Luxury,Temperate,Spring,0,1,1,0,0,1,0,1,99,98,90,4.9
Kyoto,Japan,Kansai,Asia,Historical,Mid-range,Temperate,Autumn,0,0,1,0,0,1,0,1,98,99,75,4.9
Osaka,Japan,Kansai,Asia,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,0,1,95,98,70,4.7
Nagoya,Japan,Chubu,Asia,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,0,1,88,98,65,4.4
Sapporo,Japan,Hokkaido,Asia,Mountain,Mid-range,Continental,Winter,1,1,1,1,0,0,0,1,91,98,75,4.7
Fukuoka,Japan,Kyushu,Asia,Urban,Mid-range,Temperate,Spring,0,1,1,0,1,0,0,1,89,98,65,4.6
Hiroshima,Japan,Chugoku,Asia,Historical,Mid-range,Temperate,Spring,0,0,1,0,0,1,0,1,92,98,65,4.8
Nara,Japan,Kansai,Asia,Historical,Mid-range,Temperate,Autumn,0,0,1,0,0,1,1,1,94,99,60,4.9
Okinawa,Japan,Okinawa,Asia,Island,Mid-range,Tropical,Year-round,1,1,1,0,1,1,1,1,92,96,75,4.7
Taipei,Taiwan,Taipei,Asia,Urban,Mid-range,Subtropical,Autumn,0,1,1,1,0,1,0,1,95,98,60,4.8
Kaohsiung,Taiwan,Kaohsiung,Asia,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,88,96,55,4.6
Hualien,Taiwan,Hualien,Asia,Nature,Mid-range,Subtropical,Spring,1,0,1,1,1,0,0,1,85,96,50,4.7
Beijing,China,Beijing,Asia,Historical,Mid-range,Continental,Autumn,0,1,1,0,0,1,0,1,98,90,60,4.7
Shanghai,China,Shanghai,Asia,Urban,Luxury,Temperate,Autumn,0,1,1,0,0,0,0,1,97,92,85,4.6
Xi'an,China,Shaanxi,Asia,Historical,Mid-range,Continental,Spring,0,0,1,0,0,1,0,1,95,92,45,4.8
Guilin,China,Guangxi,Asia,Nature,Mid-range,Tropical,Spring,1,0,1,0,0,1,0,1,92,90,45,4.8
Chengdu,China,Sichuan,Asia,Urban,Mid-range,Subtropical,Autumn,0,1,1,0,0,1,1,1,94,90,50,4.8
Lhasa,China,Tibet,Asia,Religious,Mid-range,Alpine,Summer,1,0,1,1,0,1,0,1,91,92,60,4.8
Hong Kong,China,Hong Kong,Asia,Urban,Luxury,Tropical,Winter,0,1,1,1,1,0,0,1,98,92,95,4.7
Macau,China,Macau,Asia,Urban,Luxury,Tropical,Winter,0,1,1,0,0,1,0,1,94,94,90,4.4
Ulaanbaatar,Mongolia,Ulaanbaatar,Asia,Urban,Budget,Continental,Summer,1,1,1,0,0,1,0,1,78,82,25,4.1
Manila,Philippines,NCR,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,90,65,35,4.1
Boracay,Philippines,Aklan,Asia,Beach,Mid-range,Tropical,Winter,1,1,1,0,1,0,0,1,94,82,55,4.7
Cebu City,Philippines,Cebu,Asia,Urban,Budget,Tropical,Winter,1,1,1,0,1,1,0,1,89,75,35,4.3
Davao City,Philippines,Davao,Asia,Urban,Budget,Tropical,Year-round,1,1,1,1,1,0,1,1,85,80,30,4.2
Puerto Princesa,Philippines,Palawan,Asia,Nature,Budget,Tropical,Year-round,1,0,1,1,1,1,1,1,92,88,35,4.8
Bangkok,Thailand,Bangkok,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,99,78,35,4.7
Phuket,Thailand,Phuket,Asia,Beach,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,97,80,55,4.6
Chiang Mai,Thailand,Chiang Mai,Asia,Historical,Budget,Tropical,Winter,1,1,1,1,0,1,0,1,94,90,30,4.8
Pattaya,Thailand,Chonburi,Asia,Beach,Budget,Tropical,Winter,1,1,1,0,1,0,0,1,92,72,40,4.1
Koh Samui,Thailand,Surat Thani,Asia,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,93,85,60,4.7
Krabi,Thailand,Krabi,Asia,Nature,Budget,Tropical,Winter,1,1,1,1,1,0,0,1,95,88,35,4.8
Kuala Lumpur,Malaysia,Kuala Lumpur,Asia,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,96,85,35,4.6
Penang,Malaysia,Penang,Asia,Historical,Budget,Tropical,Year-round,0,1,1,0,1,1,0,1,93,88,30,4.7
Langkawi,Malaysia,Kedah,Asia,Island,Mid-range,Tropical,Year-round,1,1,1,0,1,0,1,1,91,90,50,4.7
Kota Kinabalu,Malaysia,Sabah,Asia,Nature,Mid-range,Tropical,Year-round,1,1,1,1,1,0,1,1,88,88,45,4.6
Kuching,Malaysia,Sarawak,Asia,Urban,Budget,Tropical,Year-round,1,0,1,1,0,1,1,1,85,92,30,4.5
Singapore,Singapore,Singapore,Asia,Urban,Luxury,Tropical,Year-round,0,1,1,0,0,0,0,1,98,99,92,4.8
Jakarta,Indonesia,Jakarta,Asia,Urban,Mid-range,Tropical,Year-round,0,1,1,0,0,0,0,1,88,70,45,4.1
Bali,Indonesia,Bali,Asia,Island,Budget,Tropical,Year-round,1,1,1,1,1,1,1,1,99,88,40,4.9
Yogyakarta,Indonesia,Yogyakarta,Asia,Historical,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,92,90,25,4.8
Surabaya,Indonesia,East Java,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,84,82,30,4.1
Medan,Indonesia,North Sumatra,Asia,Urban,Budget,Tropical,Year-round,1,0,1,1,0,1,1,1,80,75,28,4.0
Bandar Seri Begawan,Brunei,Brunei-Muara,Asia,Religious,Luxury,Tropical,Year-round,0,0,1,0,0,1,0,1,75,98,80,4.3
Hanoi,Vietnam,Hanoi,Asia,Urban,Budget,Subtropical,Autumn,0,1,1,0,0,1,0,1,94,88,25,4.7
Ho Chi Minh City,Vietnam,Ho Chi Minh,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,93,85,28,4.6
Da Nang,Vietnam,Da Nang,Asia,Beach,Budget,Tropical,Spring,1,1,1,1,1,1,0,1,92,90,30,4.7
Hoi An,Vietnam,Quang Nam,Asia,Historical,Budget,Tropical,Spring,0,0,1,0,1,1,0,1,95,94,25,4.9
Hue,Vietnam,Thua Thien Hue,Asia,Historical,Budget,Tropical,Spring,0,0,1,0,0,1,0,0,88,92,22,4.6
Nha Trang,Vietnam,Khanh Hoa,Asia,Beach,Budget,Tropical,Summer,1,1,1,0,1,0,0,1,89,85,35,4.3
Phnom Penh,Cambodia,Phnom Penh,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,86,75,25,4.2
Siem Reap,Cambodia,Siem Reap,Asia,Historical,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,96,88,25,4.9
Vientiane,Laos,Vientiane,Asia,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,82,90,22,4.1
Luang Prabang,Laos,Luang Prabang,Asia,Religious,Budget,Tropical,Winter,1,0,1,1,0,1,0,1,91,95,28,4.8
Yangon,Myanmar,Yangon,Asia,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,84,70,25,4.2
Mandalay,Myanmar,Mandalay,Asia,Historical,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,82,65,22,4.1
Bagan,Myanmar,Mandalay,Asia,Historical,Budget,Tropical,Winter,1,0,1,1,0,1,0,0,93,72,30,4.9
Male,Maldives,Kaafu Atoll,Asia,Island,Luxury,Tropical,Winter,1,0,1,0,1,0,1,1,95,95,100,4.7
Colombo,Sri Lanka,Western Province,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,88,82,30,4.3
Kandy,Sri Lanka,Central Province,Asia,Historical,Budget,Tropical,Winter,1,0,1,1,0,1,1,1,90,88,28,4.7
Galle,Sri Lanka,Southern Province,Asia,Historical,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,92,90,45,4.8
Kathmandu,Nepal,Bagmati,Asia,Historical,Budget,Temperate,Autumn,1,1,1,1,0,1,0,1,94,80,20,4.7
Pokhara,Nepal,Gandaki,Asia,Adventure,Budget,Temperate,Autumn,1,1,1,1,0,0,0,1,93,88,22,4.9
Thimphu,Bhutan,Thimphu,Asia,Religious,Mid-range,Alpine,Autumn,1,0,1,1,0,1,0,1,88,98,70,4.8
Paro,Bhutan,Paro,Asia,Religious,Mid-range,Alpine,Spring,1,0,1,1,0,1,0,1,90,99,75,4.9
Dhaka,Bangladesh,Dhaka,Asia,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,82,60,15,3.9
Karachi,Pakistan,Sindh,Asia,Urban,Budget,Desert,Winter,0,1,1,0,1,1,0,1,85,55,18,3.8
Lahore,Pakistan,Punjab,Asia,Historical,Budget,Continental,Winter,0,1,1,0,0,1,0,1,88,65,20,4.4
Islamabad,Pakistan,ICT,Asia,Urban,Budget,Temperate,Autumn,1,0,1,1,0,0,1,1,84,80,25,4.3
Tehran,Iran,Tehran,Middle East,Urban,Budget,Continental,Spring,1,1,1,1,0,1,0,1,85,82,25,4.2
Isfahan,Iran,Isfahan,Middle East,Historical,Budget,Desert,Autumn,0,0,1,0,0,1,0,1,92,88,22,4.8
Dubai,UAE,Dubai,Middle East,Urban,Luxury,Desert,Winter,1,1,1,0,1,0,0,1,99,95,95,4.6
Abu Dhabi,UAE,Abu Dhabi,Middle East,Urban,Luxury,Desert,Winter,1,1,1,0,1,1,0,1,94,98,90,4.5
Doha,Qatar,Doha,Middle East,Urban,Luxury,Desert,Winter,0,1,1,0,1,1,0,1,90,95,90,4.4
Muscat,Oman,Muscat,Middle East,Urban,Mid-range,Desert,Winter,0,0,1,0,1,1,0,1,85,96,65,4.5
Kuwait City,Kuwait,Kuwait,Middle East,Urban,Luxury,Desert,Winter,0,1,1,0,1,1,0,1,82,94,85,4.1
Manama,Bahrain,Manama,Middle East,Urban,Mid-range,Desert,Winter,0,1,1,0,1,1,0,1,84,92,70,4.2
Riyadh,Saudi Arabia,Riyadh,Middle East,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,88,92,75,4.3
Jeddah,Saudi Arabia,Makkah,Middle East,Urban,Mid-range,Desert,Winter,0,1,1,0,1,1,0,1,86,88,65,4.2
Mecca,Saudi Arabia,Makkah,Middle East,Religious,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,99,95,70,4.9
Medina,Saudi Arabia,Al Madinah,Middle East,Religious,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,98,96,65,4.9
Amman,Jordan,Amman,Middle East,Urban,Mid-range,Desert,Autumn,0,1,1,0,0,1,0,1,87,88,50,4.4
Petra,Jordan,Ma'an,Middle East,Historical,Mid-range,Desert,Spring,1,0,1,1,0,1,0,0,97,90,70,4.9
Jerusalem,Israel,Jerusalem,Middle East,Religious,Mid-range,Mediterranean,Spring,0,0,1,0,0,1,0,1,96,82,85,4.8
Tel Aviv,Israel,Tel Aviv,Middle East,Beach,Luxury,Mediterranean,Summer,0,1,1,0,1,0,0,1,96,88,98,4.7
Beirut,Lebanon,Beirut,Middle East,Urban,Mid-range,Mediterranean,Spring,0,1,1,0,1,1,0,1,88,65,55,4.4
Damascus,Syria,Damascus,Middle East,Historical,Budget,Mediterranean,Spring,0,0,1,0,0,1,0,1,65,30,15,3.2
Baghdad,Iraq,Baghdad,Middle East,Historical,Budget,Desert,Winter,0,0,1,0,0,1,0,1,70,40,20,3.5
Cairo,Egypt,Cairo,Africa,Historical,Budget,Desert,Winter,0,1,1,0,0,1,0,1,95,65,30,4.4
Alexandria,Egypt,Alexandria,Africa,Urban,Budget,Mediterranean,Winter,0,1,1,0,1,1,0,1,88,72,35,4.2
Luxor,Egypt,Luxor,Africa,Historical,Budget,Desert,Winter,1,0,1,0,0,1,0,0,92,75,35,4.9
Aswan,Egypt,Aswan,Africa,Historical,Budget,Desert,Winter,1,0,1,0,0,1,0,0,89,85,30,4.7
Tunis,Tunisia,Tunis,Africa,Historical,Budget,Mediterranean,Spring,0,1,1,0,1,1,0,1,85,82,30,4.3
Algiers,Algeria,Algiers,Africa,Urban,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,74,75,30,3.9
Marrakech,Morocco,Marrakesh-Safi,Africa,Historical,Budget,Desert,Spring,0,1,1,0,0,1,0,1,95,82,35,4.7
Casablanca,Morocco,Casablanca-Settat,Africa,Urban,Mid-range,Mediterranean,Spring,0,1,1,0,1,1,0,1,88,80,45,4.3
Fes,Morocco,Fès-Meknès,Africa,Historical,Budget,Temperate,Spring,0,0,1,0,0,1,0,1,92,85,30,4.8
Chefchaouen,Morocco,Tangier-Tetouan-Al Hoceima,Africa,Urban,Budget,Temperate,Spring,1,0,1,1,0,1,0,1,90,92,28,4.8
Dakar,Senegal,Dakar,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,80,78,35,4.2
Accra,Ghana,Greater Accra,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,85,35,4.3
Lagos,Nigeria,Lagos,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,85,40,40,3.8
Nairobi,Kenya,Nairobi,Africa,Urban,Mid-range,Temperate,Year-round,1,1,1,0,0,1,1,1,87,60,45,4.5
Mombasa,Kenya,Mombasa,Africa,Beach,Budget,Tropical,Winter,1,1,1,0,1,1,0,1,85,65,35,4.2
Dar es Salaam,Tanzania,Dar es Salaam,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,82,72,30,4.0
Zanzibar City,Tanzania,Zanzibar,Africa,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,95,85,60,4.8
Serengeti,Tanzania,Mara,Africa,Wildlife,Luxury,Tropical,Summer,1,0,1,0,0,0,1,0,98,85,95,4.9
Addis Ababa,Ethiopia,Addis Ababa,Africa,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,84,75,25,4.1
Kampala,Uganda,Kampala,Africa,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,78,70,25,4.1
Kigali,Rwanda,Kigali,Africa,Urban,Budget,Temperate,Year-round,0,0,1,0,0,1,0,1,82,96,35,4.6
Johannesburg,South Africa,Gauteng,Africa,Urban,Mid-range,Temperate,Summer,0,1,1,0,0,1,1,1,88,50,50,4.2
Cape Town,South Africa,Western Cape,Africa,Urban,Mid-range,Mediterranean,Summer,1,1,1,1,1,1,1,1,96,65,55,4.8
Durban,South Africa,KwaZulu-Natal,Africa,Beach,Mid-range,Tropical,Year-round,1,1,1,0,1,0,0,1,85,55,45,4.0
Port Louis,Mauritius,Port Louis,Africa,Island,Luxury,Tropical,Year-round,1,1,1,0,1,1,1,1,92,94,90,4.7
Victoria,Seychelles,Mahé,Africa,Island,Luxury,Tropical,Year-round,1,0,1,0,1,1,1,1,90,95,98,4.8
Antananarivo,Madagascar,Analamanga,Africa,Urban,Budget,Temperate,Autumn,0,0,1,0,0,1,1,1,70,65,25,3.8
Sydney,Australia,New South Wales,Oceania,Urban,Luxury,Temperate,Summer,1,1,1,0,1,1,1,1,98,90,90,4.8
Melbourne,Australia,Victoria,Oceania,Urban,Luxury,Temperate,Summer,0,1,1,0,1,1,0,1,96,92,88,4.7
Brisbane,Australia,Queensland,Oceania,Urban,Mid-range,Subtropical,Summer,1,1,1,0,1,1,0,1,90,92,75,4.5
Perth,Australia,Western Australia,Oceania,Beach,Mid-range,Mediterranean,Summer,1,1,1,0,1,0,0,1,88,94,75,4.6
Adelaide,Australia,South Australia,Oceania,Urban,Mid-range,Mediterranean,Summer,0,1,1,0,1,1,0,1,85,95,70,4.4
Canberra,Australia,ACT,Oceania,Urban,Mid-range,Temperate,Autumn,0,0,1,0,0,1,0,1,82,96,80,4.3
Hobart,Australia,Tasmania,Oceania,Nature,Mid-range,Temperate,Summer,1,1,1,1,1,1,0,1,84,96,65,4.6
Darwin,Australia,Northern Territory,Oceania,Urban,Mid-range,Tropical,Winter,1,1,1,0,1,0,1,1,80,88,70,4.1
Gold Coast,Australia,Queensland,Oceania,Beach,Mid-range,Subtropical,Summer,1,1,1,0,1,0,0,1,94,90,80,4.5
Cairns,Australia,Queensland,Oceania,Adventure,Mid-range,Tropical,Winter,1,1,1,1,1,0,1,1,92,88,75,4.7
Auckland,New Zealand,Auckland,Oceania,Urban,Mid-range,Temperate,Summer,1,1,1,1,1,0,1,1,90,95,80,4.6
Wellington,New Zealand,Wellington,Oceania,Urban,Mid-range,Temperate,Summer,0,1,1,1,0,1,0,1,88,96,85,4.5
Christchurch,New Zealand,Canterbury,Oceania,Urban,Mid-range,Temperate,Summer,1,0,1,1,0,1,0,1,85,94,75,4.4
Queenstown,New Zealand,Otago,Oceania,Adventure,Luxury,Alpine,Winter,1,1,1,1,0,0,0,1,94,98,92,4.9
Rotorua,New Zealand,Bay of Plenty,Oceania,Nature,Mid-range,Temperate,Summer,1,0,1,1,0,1,0,1,88,96,70,4.7
Suva,Fiji,Rewa,Oceania,Urban,Budget,Tropical,Year-round,0,1,1,0,1,0,0,1,75,85,50,3.9
Nadi,Fiji,Ba,Oceania,Island,Mid-range,Tropical,Year-round,1,1,1,0,1,0,0,1,85,88,65,4.3
Port Moresby,Papua New Guinea,NCD,Oceania,Urban,Budget,Tropical,Year-round,0,0,1,0,1,0,1,1,55,35,45,3.0
Noumea,New Caledonia,South Province,Oceania,Beach,Luxury,Tropical,Summer,1,1,1,0,1,1,0,1,80,92,95,4.4
Papeete,French Polynesia,Tahiti,Oceania,Island,Luxury,Tropical,Summer,1,1,1,0,1,1,0,1,88,94,100,4.6
Bora Bora,French Polynesia,Leeward Islands,Oceania,Island,Luxury,Tropical,Year-round,1,0,1,0,1,0,1,0,96,96,100,4.9
Apia,Samoa,Tuamasaga,Oceania,Island,Budget,Tropical,Year-round,1,0,1,0,1,1,1,0,72,90,45,4.2
Nuku'alofa,Tonga,Tongatapu,Oceania,Island,Budget,Tropical,Year-round,1,0,1,0,1,1,0,0,68,92,40,4.1
Honiara,Solomon Islands,Guadalcanal,Oceania,Island,Budget,Tropical,Year-round,1,0,1,0,1,1,1,0,60,70,35,3.5
Port Vila,Vanuatu,Shefa,Oceania,Adventure,Mid-range,Tropical,Year-round,1,1,1,1,1,0,1,1,78,88,65,4.3
Majuro,Marshall Islands,Majuro,Oceania,Island,Mid-range,Tropical,Year-round,1,0,0,0,1,0,1,0,55,85,70,3.4
Palikir,Micronesia,Pohnpei,Oceania,Nature,Budget,Tropical,Year-round,1,0,0,1,0,0,1,0,52,90,40,3.6
Koror,Palau,Koror,Oceania,Nature,Luxury,Tropical,Year-round,1,0,1,0,1,0,1,0,80,95,90,4.7
Yaren,Nauru,Yaren,Oceania,Island,Budget,Tropical,Year-round,0,0,0,0,1,0,0,0,40,80,60,2.8
Funafuti,Tuvalu,Funafuti,Oceania,Island,Budget,Tropical,Year-round,0,0,0,0,1,0,0,0,45,95,55,3.0
South Tarawa,Kiribati,Gilbert Islands,Oceania,Island,Budget,Tropical,Year-round,0,0,0,0,1,0,0,0,48,85,45,3.1
Rarotonga,Cook Islands,Rarotonga,Oceania,Island,Mid-range,Tropical,Year-round,1,1,1,1,1,0,1,1,84,96,75,4.6
Niue,Niue,Niue,Oceania,Nature,Mid-range,Tropical,Year-round,1,0,0,1,1,0,1,0,58,98,70,4.0
Ottawa,Canada,Ontario,North America,Urban,Mid-range,Continental,Summer,0,1,1,0,0,1,0,1,88,94,80,4.4
Washington D.C.,USA,D.C.,North America,Urban,Luxury,Temperate,Spring,0,1,1,0,0,1,0,1,96,80,95,4.6
Mexico City,Mexico,CDMX,North America,Urban,Budget,Temperate,Spring,0,1,1,0,0,1,0,1,95,68,40,4.7
Guatemala City,Guatemala,Guatemala,North America,Urban,Budget,Tropical,Spring,0,1,1,0,0,1,0,1,75,55,35,3.6
Belmopan,Belize,Cayo,North America,Nature,Budget,Tropical,Winter,1,0,1,1,0,0,1,0,68,80,45,3.8
San Salvador,El Salvador,San Salvador,North America,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,72,60,35,3.7
Tegucigalpa,Honduras,Francisco Morazan,North America,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,65,45,30,3.4
Managua,Nicaragua,Managua,North America,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,68,65,25,3.5
San Jose,Costa Rica,San Jose,North America,Nature,Mid-range,Tropical,Winter,1,1,1,1,0,1,1,1,88,88,60,4.6
Panama City,Panama,Panama,North America,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,90,82,65,4.4
Havana,Cuba,La Habana,North America,Historical,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,90,85,40,4.6
Nassau,Bahamas,New Providence,North America,Beach,Luxury,Tropical,Winter,1,1,1,0,1,0,1,1,92,80,95,4.5
Kingston,Jamaica,Surrey,North America,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,55,40,4.0
